INFO    2022-12-01 19:48:08,711 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-07 20:31:35,455 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-07 20:31:50,803 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-07 20:32:00,166 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo con la matricula 456987
INFO    2022-12-09 08:27:08,988 [http-nio-8080-exec-7] com.integrador.clinica.exceptions.ResourceNoContentException  - La lista de odontólogos está vacía
INFO    2022-12-09 09:01:23,666 [http-nio-8080-exec-10] com.integrador.clinica.exceptions.ResourceNoContentException  - La lista de odontólogos está vacía
INFO    2022-12-09 09:32:45,152 [http-nio-8080-exec-7] com.integrador.clinica.exceptions.ResourceNoContentException  - La lista de odontólogos está vacía
INFO    2022-12-09 10:17:32,742 [http-nio-8080-exec-9] com.integrador.clinica.exceptions.ResourceNoContentException  - La lista de odontólogos está vacía
INFO    2022-12-09 11:47:38,888 [http-nio-8080-exec-4] com.integrador.clinica.exceptions.ResourceNoContentException  - La lista de odontólogos está vacía
INFO    2022-12-09 15:10:58,124 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:13:05,577 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:15:06,228 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:20:02,885 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:21:58,921 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:23:42,462 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:27:04,333 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:30:52,794 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:33:43,386 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:34:51,120 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:36:26,307 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:37:24,771 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:38:54,033 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:41:20,212 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:42:24,117 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:43:57,882 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:46:11,830 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:48:06,952 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:49:47,403 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 15:51:30,273 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-09 20:00:24,362 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-10 01:10:02,723 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-10 01:11:32,243 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-10 01:14:34,619 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-10 01:18:49,497 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-10 01:20:39,520 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Alejandra Vedoya
INFO    2022-12-10 09:59:46,737 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 09:59:50,995 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-10 09:59:54,121 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-10 10:00:02,881 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo:   Simanca
ERROR   2022-12-10 10:00:02,881 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - No se puede crear un odontologo con datos vacios o nulos
ERROR   2022-12-10 10:03:00,384 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - No se puede crear un odontologo con datos vacios o nulos
INFO    2022-12-10 10:03:29,708 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 10:03:32,083 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-10 10:03:33,963 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-10 10:08:46,359 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 10:08:48,890 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-10 10:08:51,150 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-10 10:09:30,051 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Se encontraron 3 odontologos
INFO    2022-12-10 10:09:50,977 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Se encontraron 3 odontologos
INFO    2022-12-10 10:10:55,910 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 10:10:58,506 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-10 10:11:02,300 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-10 10:12:22,955 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 10:12:25,410 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-10 10:12:27,908 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-10 10:12:30,532 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se encontraron 3 odontologos
INFO    2022-12-10 10:14:07,401 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 10:16:32,842 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 10:16:35,169 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-10 10:16:37,515 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-10 10:16:40,192 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se encontraron 3 odontologos
INFO    2022-12-10 10:18:31,387 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 10:18:34,249 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-10 10:18:36,821 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-10 10:18:39,758 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se encontraron 3 odontologos
INFO    2022-12-10 10:18:58,098 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo con el id 1
INFO    2022-12-10 10:19:09,938 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Debe ingresar un id válido
INFO    2022-12-10 10:19:44,119 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Debe ingresar un id válido
INFO    2022-12-10 10:22:31,724 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 10:22:33,861 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-10 10:22:36,094 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-10 10:22:38,647 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se encontraron 3 odontologos
INFO    2022-12-10 10:22:48,552 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Debe ingresar un id válido
INFO    2022-12-10 10:22:54,345 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo con el id 1
INFO    2022-12-10 10:24:50,760 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo con el id 2
INFO    2022-12-10 10:24:50,762 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - Se modificò el odontologo con el id 2
INFO    2022-12-10 10:25:24,203 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 10:25:26,602 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-10 10:25:29,060 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-10 10:28:01,097 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se encontraron 3 odontologos
INFO    2022-12-10 10:28:04,280 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo con el id 1
ERROR   2022-12-10 10:28:16,713 [http-nio-8080-exec-8] com.integrador.clinica.exceptions.ResourceNotFoundException  - No se encontró el odontólogo con el id 25
INFO    2022-12-10 10:28:22,311 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - Debe ingresar un id válido
INFO    2022-12-10 10:28:43,306 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo con el id 2
INFO    2022-12-10 10:28:47,344 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - No se encontró el odontologo con el id null
INFO    2022-12-10 10:46:40,443 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 10:47:25,653 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
ERROR   2022-12-10 10:47:32,929 [http-nio-8080-exec-3] com.integrador.clinica.exceptions.ResourceNotFoundException  - No se encontró el odontólogo con el id 3
ERROR   2022-12-10 10:47:32,932 [http-nio-8080-exec-3] com.integrador.clinica.exceptions.BadRequestException  - No se encontró el odontólogo con el id 3
INFO    2022-12-10 10:49:12,194 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
ERROR   2022-12-10 10:49:15,323 [http-nio-8080-exec-2] com.integrador.clinica.exceptions.BadRequestException  - No se encontró el odontólogo con el id 3
INFO    2022-12-10 10:50:34,874 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 10:50:37,378 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-10 11:00:56,087 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-10 11:00:58,343 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-10 11:01:00,773 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-10 11:01:03,737 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se encontraron 3 odontologos
INFO    2022-12-10 11:01:07,028 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo con el id 3
INFO    2022-12-10 11:01:11,825 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Debe ingresar un id válido
INFO    2022-12-10 11:01:43,903 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Debe ingresar un id válido
INFO    2022-12-10 11:02:01,919 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo con el id 2
INFO    2022-12-10 17:03:40,149 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-10 17:03:40,537 [http-nio-8080-exec-3] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-10 17:07:48,310 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-10 17:07:48,354 [http-nio-8080-exec-2] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-10 18:09:55,946 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-10 18:09:55,992 [http-nio-8080-exec-8] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:30:19,393 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-11 00:30:19,472 [http-nio-8080-exec-8] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:30:22,484 [http-nio-8080-exec-1] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 00:30:22,484 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 00:31:52,899 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-11 00:31:52,942 [http-nio-8080-exec-8] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:32:40,492 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-11 00:32:40,526 [http-nio-8080-exec-2] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:32:43,798 [http-nio-8080-exec-5] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 00:32:43,798 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 00:33:47,493 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Vedoya Maria Alejandra Vedoya
INFO    2022-12-11 00:33:47,537 [http-nio-8080-exec-3] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:33:49,776 [http-nio-8080-exec-6] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 00:33:49,776 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 00:38:35,417 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-11 00:38:35,470 [http-nio-8080-exec-8] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:38:38,320 [http-nio-8080-exec-1] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 00:38:38,320 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 00:40:37,163 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Alejandra Vedoya
INFO    2022-12-11 00:40:37,536 [http-nio-8080-exec-10] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:40:40,046 [http-nio-8080-exec-4] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 00:40:40,046 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 00:45:52,218 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-11 00:45:52,287 [http-nio-8080-exec-10] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:45:54,707 [http-nio-8080-exec-2] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 00:45:54,707 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 00:46:00,440 [http-nio-8080-exec-1] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 00:46:00,440 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 00:46:12,604 [http-nio-8080-exec-2] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 00:46:12,605 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 00:46:15,187 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo:  
ERROR   2022-12-11 00:46:15,194 [http-nio-8080-exec-9] com.integrador.clinica.service.Impl.OdontologoService  - No se puede crear un odontologo sin nombre y apellido
INFO    2022-12-11 00:46:15,194 [http-nio-8080-exec-9] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:46:33,605 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Pedro Picapiedra
INFO    2022-12-11 00:46:33,609 [http-nio-8080-exec-4] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:46:46,526 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Pablo Marmol
INFO    2022-12-11 00:46:46,529 [http-nio-8080-exec-8] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:46:49,133 [http-nio-8080-exec-3] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 4 odontólogos
INFO    2022-12-11 00:46:49,133 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Se encontraron 4 odontologos
INFO    2022-12-11 00:47:05,381 [http-nio-8080-exec-3] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 4 odontólogos
INFO    2022-12-11 00:47:05,381 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Se encontraron 4 odontologos
ERROR   2022-12-11 00:48:13,326 [http-nio-8080-exec-8] com.integrador.clinica.service.Impl.OdontologoService  - No hay odontólogos para listar
ERROR   2022-12-11 00:48:13,329 [http-nio-8080-exec-8] com.integrador.clinica.exceptions.GlobalExceptions  - La lista de odontólogos está vacía
INFO    2022-12-11 00:48:24,459 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Pablo Ma
INFO    2022-12-11 00:48:24,495 [http-nio-8080-exec-4] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:48:32,178 [http-nio-8080-exec-6] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 00:48:32,178 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 00:48:44,548 [http-nio-8080-exec-4] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 00:48:44,548 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 00:48:53,191 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Pablo Marmol
INFO    2022-12-11 00:48:53,194 [http-nio-8080-exec-6] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:49:06,788 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Pedro Picapiedra
INFO    2022-12-11 00:49:06,792 [http-nio-8080-exec-7] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:49:09,539 [http-nio-8080-exec-1] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 3 odontólogos
INFO    2022-12-11 00:49:09,539 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Se encontraron 3 odontologos
INFO    2022-12-11 00:55:45,549 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Pablo Marmol
INFO    2022-12-11 00:55:45,597 [http-nio-8080-exec-9] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:55:53,184 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Pedro Picapiedra
INFO    2022-12-11 00:55:53,188 [http-nio-8080-exec-4] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 00:55:55,882 [http-nio-8080-exec-7] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 2 odontólogos
INFO    2022-12-11 00:55:55,883 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Se encontraron 2 odontologos
INFO    2022-12-11 01:07:40,262 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-11 01:07:40,316 [http-nio-8080-exec-5] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 01:07:43,137 [http-nio-8080-exec-8] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 01:07:43,138 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 01:10:30,983 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-11 01:10:31,036 [http-nio-8080-exec-8] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 01:10:36,130 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Pablo Marmol
INFO    2022-12-11 01:10:36,135 [http-nio-8080-exec-3] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 01:10:42,436 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Pedro Picapiedra
INFO    2022-12-11 01:10:42,443 [http-nio-8080-exec-9] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 01:10:44,722 [http-nio-8080-exec-1] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 3 odontólogos
INFO    2022-12-11 01:10:44,722 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Se encontraron 3 odontologos
INFO    2022-12-11 07:16:22,593 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-11 07:16:22,639 [http-nio-8080-exec-9] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 07:16:25,587 [http-nio-8080-exec-10] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 07:16:25,587 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 07:17:33,262 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Pablo Marmol
INFO    2022-12-11 07:17:33,291 [http-nio-8080-exec-8] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 07:17:39,093 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Pedro Picapiedra
INFO    2022-12-11 07:17:39,097 [http-nio-8080-exec-3] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 07:21:31,926 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-11 07:21:31,974 [http-nio-8080-exec-8] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 07:21:35,893 [http-nio-8080-exec-1] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 07:21:35,893 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
INFO    2022-12-11 07:25:49,970 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Maria Vedoya
INFO    2022-12-11 07:25:50,015 [http-nio-8080-exec-8] com.integrador.clinica.service.Impl.OdontologoService  - Odontólogo creado
INFO    2022-12-11 07:25:52,737 [http-nio-8080-exec-1] com.integrador.clinica.service.Impl.OdontologoService  - La lista de odontólogos tiene 1 odontólogos
INFO    2022-12-11 07:25:52,738 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Se encontraron 1 odontologos
